"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"189","RT @OriginalFunko: RT &amp; follow @OriginalFunko for the chance to win a @Walmart exclusive T-51 Power Armor Pop! #Fallout https://t.co/WSOgqB…",FALSE,0,NA,2018-11-15 09:44:07,FALSE,NA,"1063004712096751616",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BigRed_Ginger_",3989,TRUE,FALSE,NA,NA
"190","RT @OriginalFunko: RT &amp; follow @OriginalFunko for the chance to win a @Walmart exclusive T-51 Power Armor Pop! #Fallout https://t.co/WSOgqB…",FALSE,0,NA,2018-11-15 09:44:04,FALSE,NA,"1063004698440069120",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Twenteries",3989,TRUE,FALSE,NA,NA
"191","RT @OriginalFunko: RT &amp; follow @OriginalFunko for the chance to win a @Walmart exclusive T-51 Power Armor Pop! #Fallout https://t.co/WSOgqB…",FALSE,0,NA,2018-11-15 09:43:30,FALSE,NA,"1063004554403463169",NA,"<a href=""http://www.tweetcaster.com"" rel=""nofollow"">TweetCaster for Android</a>","SanJuanzMexican",3989,TRUE,FALSE,NA,NA
"192","RT @OriginalFunko: RT &amp; follow @OriginalFunko for the chance to win a @Walmart exclusive T-51 Power Armor Pop! #Fallout https://t.co/WSOgqB…",FALSE,0,NA,2018-11-15 09:43:28,FALSE,NA,"1063004546232934401",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","keisertom",3989,TRUE,FALSE,NA,NA
"193","RT @OriginalFunko: RT &amp; follow @OriginalFunko for the chance to win a @Walmart exclusive T-51 Power Armor Pop! #Fallout https://t.co/WSOgqB…",FALSE,0,NA,2018-11-15 09:43:22,FALSE,NA,"1063004522329468928",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","zarik_hussain",3989,TRUE,FALSE,NA,NA
"194","RT @OriginalFunko: RT &amp; follow @OriginalFunko for the chance to win a @Walmart exclusive T-51 Power Armor Pop! #Fallout https://t.co/WSOgqB…",FALSE,0,NA,2018-11-15 09:43:21,FALSE,NA,"1063004519800414208",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Mysticfreddy88",3989,TRUE,FALSE,NA,NA
"195","RT @OriginalFunko: RT &amp; follow @OriginalFunko for the chance to win a @Walmart exclusive T-51 Power Armor Pop! #Fallout https://t.co/WSOgqB…",FALSE,0,NA,2018-11-15 09:43:19,FALSE,NA,"1063004510195314688",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DK973",3989,TRUE,FALSE,NA,NA
"196","RT @OriginalFunko: RT &amp; follow @OriginalFunko for the chance to win a @Walmart exclusive T-51 Power Armor Pop! #Fallout https://t.co/WSOgqB…",FALSE,0,NA,2018-11-15 09:43:09,FALSE,NA,"1063004465949749248",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MCLamb967",3989,TRUE,FALSE,NA,NA
"197","RT @OriginalFunko: RT &amp; follow @OriginalFunko for the chance to win a @Walmart exclusive T-51 Power Armor Pop! #Fallout https://t.co/WSOgqB…",FALSE,0,NA,2018-11-15 09:42:57,FALSE,NA,"1063004416436064257",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Gregdoom",3989,TRUE,FALSE,NA,NA
"198","RT @OriginalFunko: RT &amp; follow @OriginalFunko for the chance to win a @Walmart exclusive T-51 Power Armor Pop! #Fallout https://t.co/WSOgqB…",FALSE,0,NA,2018-11-15 09:42:22,FALSE,NA,"1063004271929671681",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RoseXeno",3989,TRUE,FALSE,NA,NA
"199","RT @DesignationSix: Here are some @FoxNews sponsors. They are tagged so they will be notified for each LIKE RETWEET or COMMENT.
@KraftHeinz…",FALSE,0,NA,2018-11-15 09:42:22,FALSE,NA,"1063004269790552065",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MrToddMarshall1",215,TRUE,FALSE,NA,NA
"200","RT @OriginalFunko: RT &amp; follow @OriginalFunko for the chance to win a @Walmart exclusive T-51 Power Armor Pop! #Fallout https://t.co/WSOgqB…",FALSE,0,NA,2018-11-15 09:42:07,FALSE,NA,"1063004206402027520",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DadsAlterEgo",3989,TRUE,FALSE,NA,NA
